target,feature_set,model,transform,n_test_sum,original_rmse_mean,original_rmse_std,original_mae_mean,original_r2_mean,original_pearson_r_mean,original_spearman_r_mean,original_bias_mean,modelscale_rmse_mean,modelscale_rmse_std,modelscale_r2_mean,modelscale_spearman_r_mean
SS,S2 + Context,XGBoost,log1p,114,47.50375904255666,45.578577025910654,20.722248191034005,0.17847377118292695,0.41927883833202867,0.44326396280945524,-10.639640472272566,0.8058353140888337,0.1394862269911611,0.07142656950740553,0.44326396280945524
SS,S2 only,CatBoost,log1p,114,48.46860997634145,45.05967524728735,20.747119078888797,0.12379920207079083,0.33086607200534646,0.4387619224798494,-8.831551290035636,0.8089218434525213,0.1495713200102995,0.06345095431376853,0.4387619224798494
SS,S2 only,DummyMedian,log1p,114,52.479079539217345,43.40628871621183,23.176194909767684,-0.09902123774357237,,,-15.911524388477934,0.9196904659746402,0.18287797730743832,-0.19754121440542113,
SS,S2 only,ElasticNet,log1p,114,47.41101592771856,44.387525795248216,19.356416024276488,0.1833973804006317,0.45659543208239795,0.6137880254978961,-10.77135287204237,0.7232996634190241,0.15480550108591293,0.24542350467465732,0.6137880254978961
SS,S2 only,ExtraTrees,log1p,114,48.24148795556068,44.81318879097851,20.096894823236873,0.12506034474124383,0.35104326299370014,0.5195537274101157,-8.26520288777631,0.7871103739634524,0.11673849904082272,0.09421212453333871,0.5195537274101157
SS,S2 only,RandomForest,log1p,114,48.475819650245946,43.69769210023913,20.389602773920654,0.09766138599527359,0.3801982116432519,0.551139138300342,-9.220832995077151,0.7603577411840572,0.12412585167957924,0.1544162650321677,0.551139138300342
SS,S2 only,Ridge,log1p,114,47.301330315386316,44.89482698514576,19.35913244752104,0.19559612621673902,0.49641339729495276,0.6449140829030501,-11.484308177366437,0.7062139360522002,0.18032495076950997,0.2780118085215824,0.6449140829030501
SS,S2 only,Stacking_RidgeMeta,log1p,114,48.26353306905845,44.432825386973576,20.10316352718887,0.1367825589730213,0.400956760183935,0.5756917459806695,-10.666580471363066,0.7470065206545445,0.1355258357478206,0.19273859035422425,0.5756917459806695
SS,S2 only,XGBoost,log1p,114,49.28196505932302,43.68465928584987,21.090847079923726,0.04963880870945061,0.3018001963589685,0.42532494607963106,-8.432150137367294,0.8312581353813563,0.119287401871713,-0.0010163207068383344,0.42532494607963106
TCB,Context only,CatBoost,log1p,114,8356.71431222366,3298.1224192282857,4494.114791868961,0.005954441560231931,0.31438116190512827,0.26606259220869594,-2481.3679281322857,1.8030938496388942,0.5022243212609693,-0.006854057554120764,0.26606259220869594
TCB,Context only,DummyMedian,log1p,114,8853.45801682931,3242.1642350268958,4549.543859649123,-0.1268777452873631,,,-3034.6666666666665,1.8764418082424648,0.5111237871843263,-0.08761046403115356,
TCB,Context only,ElasticNet,log1p,114,12919965.570337757,11752232.57077526,4837590.310064096,-5913994.115153334,-0.04436715733164664,-0.20519082578098724,4830752.160352105,5.234437694933324,2.6733072600847483,-8.417626108699375,-0.20392307126601628
TCB,Context only,ExtraTrees,log1p,114,8596.104462496214,3180.4085801459564,4579.38668576759,-0.060785608298195064,0.22387475955502337,0.1383274706112792,-2593.628463531028,1.93251920796573,0.6145514970983601,-0.1440104162682592,0.1383274706112792
TCB,Context only,RandomForest,log1p,114,8442.405980760439,3399.803231316207,4439.828697413973,-0.011161276680281001,0.3104795376333023,0.32408417755304963,-2698.0916864716924,1.7957759567902822,0.42127303962802654,-0.0027759241174430357,0.32408417755304963
TCB,Context only,Ridge,log1p,114,2040583.9817865826,3521838.507763203,981347.4460678879,-96777.78451677637,0.1169621278426264,-0.0670079038221208,974488.0054634636,3.6865998607270636,2.688428272628345,-4.893141559351186,-0.0657384278085495
TCB,Context only,Stacking_RidgeMeta,log1p,114,10416.90710122618,6120.127235459228,6161.952166259381,-0.49491935288900885,0.1632511907306704,-0.010066627422271138,-482.81980068922735,2.316038376466986,0.8241482807417602,-0.6994267366166621,-0.010066627422271138
TCB,Context only,XGBoost,log1p,114,8473.139716449345,3557.531692370272,4670.072449684699,-0.011140322931505436,0.28247779700598247,0.3401287176355416,-2145.6199741373025,1.8785787711407036,0.3845654402318846,-0.10631035011178751,0.3401287176355416
TCB,S2 + Context,CatBoost,log1p,114,8479.121920390366,3453.2697117918783,4545.864305329332,-0.01738640103551987,0.28880605952544053,0.3879418671211077,-2577.2023264214818,1.7483384312597339,0.3653756397351066,0.04319719693335886,0.3879418671211077
TCB,S2 + Context,DummyMedian,log1p,114,8853.45801682931,3242.1642350268958,4549.543859649123,-0.1268777452873631,,,-3034.6666666666665,1.8764418082424648,0.5111237871843263,-0.08761046403115356,
TCB,S2 + Context,ElasticNet,log1p,114,25476770.98125477,43796577.88934337,9070373.602570327,-15007340.533010544,0.04565415822306177,-0.0648209555038071,9063715.08064206,4.237035199152633,1.9408512215842462,-5.131257315217889,-0.0648209555038071
TCB,S2 + Context,ExtraTrees,log1p,114,8581.088477069117,3186.852787038602,4610.622198126765,-0.056585046239596336,0.2537188179793954,0.23446442622988184,-2549.9093500537288,1.8592779472375385,0.537296685736204,-0.06522548935055973,0.23446442622988184
TCB,S2 + Context,RandomForest,log1p,114,8532.264578861448,3450.715778359663,4557.018967904186,-0.03102189594783797,0.259788553351345,0.3415248147271341,-2606.149325963213,1.7944643603832988,0.4401380058804889,0.0014139769791640343,0.3415248147271341
TCB,S2 + Context,Ridge,log1p,114,8073190.556468982,13966724.395377325,2678025.4699706812,-1519624.8706518374,0.1812582302527376,0.030980897549119604,2671524.58164476,3.3636961672952146,1.9982633863666839,-3.3903230636191366,0.030980897549119604
